Condor_ID,Timestamp,X,Y,Z,obsVarXY,obsVarZ,moveVarXY,moveVarZ
269,2/18/2007 16:00,640843.125,3435968.25,2430,25,89,500,120
269,2/18/2007 17:00,640843.375,3435949.75,2434,25,89,500,120
269,2/18/2007 18:00,641221,3435067.75,2300,25,89,500,120
269,2/18/2007 19:00,641221.25,3435049.25,2300,25,89,500,120
269,2/18/2007 20:00,641221,3435067.75,2320,25,89,500,120
269,2/19/2007 5:00,641205.125,3435067.75,2310,25,89,500,120
269,2/19/2007 6:00,641221,3435067.75,2310,25,89,500,120
269,2/19/2007 7:00,641221,3435067.75,2310,25,89,500,120
269,2/19/2007 8:00,641221.25,3435049.25,2300,25,89,500,120
269,2/19/2007 9:00,641056.8125,3435453.75,2300,25,89,500,120
269,2/19/2007 10:00,640843.375,3435949.75,2450,25,89,500,120
269,2/19/2007 11:00,640843.375,3435949.75,2434,25,89,500,120
269,2/19/2007 12:00,641204.625,3435104.5,2300,25,89,500,120
269,2/19/2007 13:00,641094.25,3435029.25,2310,25,89,500,120
269,2/19/2007 14:00,641094.75,3434992.25,2310,25,89,500,120
269,2/19/2007 15:00,641313,3435327.75,2330,25,89,500,120
269,2/19/2007 16:00,641312.75,3435346.25,2330,25,89,500,120
269,2/19/2007 17:00,645804.25,3434982,2628,25,89,500,120
269,2/19/2007 18:00,657086.9375,3435919.25,2370,25,89,500,120
269,2/19/2007 19:00,656814.0625,3436081.5,1400,25,89,500,120
269,2/19/2007 20:00,656829.9375,3436081.75,1404,25,89,500,120
269,2/20/2007 5:00,656829.9375,3436081.75,1410,25,89,500,120
269,2/20/2007 6:00,656814.0625,3436081.5,1410,25,89,500,120
269,2/20/2007 7:00,657238.5625,3436420.5,1400,25,89,500,120
269,2/20/2007 8:00,656753.75,3436930.75,1250,25,89,500,120
269,2/20/2007 9:00,647927.75,3439002.75,2080,25,89,500,120
269,2/20/2007 10:00,640634.4375,3436113.25,2392,25,89,500,120
269,2/20/2007 11:00,634866.4375,3436851.25,2210,25,89,500,120
269,2/20/2007 12:00,640984.0625,3436136.25,2480,25,89,500,120
269,2/20/2007 13:00,640919.75,3436191,2460,25,89,500,120
269,2/20/2007 14:00,639767,3436748.5,2490,25,89,500,120
269,2/20/2007 16:00,636324.625,3436020,2450,25,89,500,120
269,2/20/2007 17:00,656688.4375,3435969,1520,25,89,500,120
269,2/20/2007 18:00,656877.125,3436119.5,1376,25,89,500,120
269,2/20/2007 19:00,656860.9375,3436137.75,1356,25,89,500,120
269,2/20/2007 20:00,656893.0625,3436119.75,1379,25,89,500,120
269,2/21/2007 5:00,656877.125,3436119.5,1376,25,89,500,120
269,2/21/2007 7:00,656893.0625,3436119.75,1379,25,89,500,120
269,2/21/2007 8:00,656892.75,3436138.25,1364,25,89,500,120
269,2/21/2007 9:00,656717.25,3436172.5,1339,25,89,500,120
269,2/21/2007 11:00,649734.5,3439453,2196,25,89,500,120
269,2/21/2007 15:00,639026.3125,3436221.25,2450,25,89,500,120
269,2/21/2007 18:00,636684.5625,3435248.5,2350,25,89,500,120
269,2/21/2007 19:00,636684.3125,3435267,2360,25,89,500,120
269,2/21/2007 20:00,636668.375,3435266.75,2360,25,89,500,120
269,2/22/2007 5:00,636668.375,3435266.75,2350,25,89,500,120
269,2/22/2007 6:00,636668.625,3435248.25,2350,25,89,500,120
269,2/22/2007 7:00,636668.625,3435248.25,2351,25,89,500,120
269,2/22/2007 8:00,636668.375,3435266.75,2360,25,89,500,120
269,2/22/2007 9:00,636652.5,3435266.75,2370,25,89,500,120
269,2/22/2007 10:00,645644.125,3435053.75,2650,25,89,500,120
269,2/22/2007 11:00,656766.625,3436062.5,1440,25,89,500,120
269,2/22/2007 12:00,656605.375,3436207.75,1380,25,89,500,120
269,2/22/2007 13:00,658181,3438301,1050,25,89,500,120
269,2/22/2007 14:00,656656.9375,3435950,1550,25,89,500,120
269,2/22/2007 16:00,657163.1875,3436142.25,1430,25,89,500,120
269,2/22/2007 18:00,656891.125,3436249,1410,25,89,500,120
269,2/22/2007 19:00,656859.5625,3436230,1310,25,89,500,120
269,2/22/2007 20:00,656859.0625,3436267,1271,25,89,500,120
269,2/23/2007 5:00,656874.6875,3436285.75,1260,25,89,500,120
269,2/23/2007 7:00,656204.75,3436405.25,1230,25,89,500,120
269,2/23/2007 8:00,656237.375,3436350.25,1220,25,89,500,120
269,2/23/2007 9:00,656237.375,3436350.25,1228,25,89,500,120
269,2/23/2007 10:00,653767.3125,3438827.25,1210,25,89,500,120
269,2/23/2007 12:00,656071.5,3436809.75,1840,25,89,500,120
269,2/23/2007 13:00,656460.875,3436298.25,1400,25,89,500,120
269,2/23/2007 14:00,656730.1875,3436376,1320,25,89,500,120
269,2/23/2007 15:00,656688.1875,3435987.25,1479,25,89,500,120
269,2/23/2007 16:00,656940.75,3436120.5,1400,25,89,500,120
269,2/23/2007 17:00,656811.3125,3436266.25,1370,25,89,500,120
269,2/23/2007 18:00,656577.625,3435930.25,1469,25,89,500,120
269,2/23/2007 20:00,656577.625,3435930.25,1469,25,89,500,120
269,2/24/2007 7:00,656639.625,3436042,1412,25,89,500,120
269,2/24/2007 8:00,654291,3438908.75,1150,25,89,500,120
269,2/24/2007 9:00,651832.8125,3442846,1140,25,89,500,120
269,2/24/2007 10:00,649954.75,3439622.5,2020,25,89,500,120
269,2/24/2007 11:00,657131.625,3436123.25,1530,25,89,500,120
269,2/24/2007 12:00,657145.0625,3436289.75,1360,25,89,500,120
269,2/24/2007 13:00,657283,3437714.75,1420,25,89,500,120
269,2/24/2007 14:00,656530.375,3438054.75,1300,25,89,500,120
269,2/24/2007 15:00,656401.9375,3437055,1360,25,89,500,120
269,2/24/2007 16:00,657162.0625,3436216,1400,25,89,500,120
269,2/24/2007 17:00,656640.4375,3435986.75,1470,25,89,500,120
269,2/24/2007 18:00,656593.5625,3435930.5,1470,25,89,500,120
269,2/24/2007 19:00,656639.9375,3436023.5,1427,25,89,500,120
269,2/24/2007 20:00,656639.625,3436042,1410,25,89,500,120
269,2/25/2007 5:00,656639.625,3436042,1412,25,89,500,120
269,2/25/2007 6:00,656655.25,3436060.75,1400,25,89,500,120
269,2/25/2007 7:00,656335.25,3436185.5,1400,25,89,500,120
269,2/25/2007 8:00,656351.6875,3436148.75,1390,25,89,500,120
269,2/25/2007 9:00,656367.3125,3436167.5,1350,25,89,500,120
269,2/25/2007 10:00,656334.4375,3436240.75,1330,25,89,500,120
269,2/25/2007 11:00,653861.625,3438902.5,1330,25,89,500,120
269,2/25/2007 12:00,651489.75,3442379.25,990,25,89,500,120
269,2/25/2007 13:00,651670.6875,3439739.25,1610,25,89,500,120
269,2/25/2007 14:00,653351.1875,3439006,1360,25,89,500,120
269,2/25/2007 15:00,656669,3436208.75,1320,25,89,500,120
269,2/25/2007 16:00,656240.625,3436128.5,1470,25,89,500,120
269,2/25/2007 17:00,656347.3125,3436444.25,2670,25,89,500,120
269,2/25/2007 18:00,656481.9375,3435947.25,1480,25,89,500,120
269,2/25/2007 19:00,656481.9375,3435947.25,1520,25,89,500,120
269,2/25/2007 20:00,656481.9375,3435947.25,1480,25,89,500,120
269,2/26/2007 5:00,656481.9375,3435947.25,1466,25,89,500,120
269,2/26/2007 6:00,656481.9375,3435947.25,1480,25,89,500,120
269,2/26/2007 7:00,656174.25,3436312.5,1265,25,89,500,120
269,2/26/2007 8:00,656206.0625,3436312.75,1267,25,89,500,120
269,2/26/2007 9:00,656237.375,3436350.25,1228,25,89,500,120
269,2/26/2007 10:00,656237.375,3436350.25,1228,25,89,500,120
269,2/26/2007 11:00,650105.125,3440234.5,1790,25,89,500,120
269,2/26/2007 12:00,641031.8125,3436137,2550,25,89,500,120
269,2/26/2007 13:00,640935.625,3436191.25,2470,25,89,500,120
269,2/26/2007 14:00,640509.625,3435926.75,2410,25,89,500,120
269,2/26/2007 15:00,639753.75,3435344,2390,25,89,500,120
269,2/26/2007 16:00,646724.25,3434034,2790,25,89,500,120
269,2/26/2007 17:00,656674.4375,3435839.25,1600,25,89,500,120
269,2/26/2007 18:00,656924.5625,3436138.75,1375,25,89,500,120
269,2/26/2007 19:00,656924.5625,3436138.75,1375,25,89,500,120
269,2/27/2007 5:00,656924.5625,3436138.75,1375,25,89,500,120
269,2/27/2007 7:00,656924.3125,3436157.25,1375,25,89,500,120
269,2/27/2007 10:00,656798.1875,3436081.25,1403,25,89,500,120
269,2/27/2007 11:00,656798.1875,3436081.25,1420,25,89,500,120
269,2/27/2007 12:00,655365.8125,3436115.75,1082,25,89,500,120
269,2/27/2007 18:00,656814.0625,3436081.5,1403,25,89,500,120
269,2/28/2007 6:00,656814.0625,3436081.5,1403,25,89,500,120
269,2/28/2007 7:00,656781.6875,3436118,1390,25,89,500,120
269,2/28/2007 8:00,656287,3436221.75,1340,25,89,500,120
269,2/28/2007 9:00,650735.3125,3440650,1410,25,89,500,120
269,2/28/2007 10:00,656225.5625,3436073,1470,25,89,500,120
269,2/28/2007 11:00,656088.625,3435646,1608,25,89,500,120
269,2/28/2007 12:00,642381,3435175.75,2490,25,89,500,120
269,2/28/2007 16:00,638329.625,3435972,2380,25,89,500,120
269,2/28/2007 17:00,653916.8125,3437295.75,1730,25,89,500,120
269,2/28/2007 18:00,656955,3436231.5,1710,25,89,500,120
269,2/28/2007 19:00,656877.125,3436119.5,1376,25,89,500,120
269,3/1/2007 5:00,656860.9375,3436137.75,1356,25,89,500,120
269,3/1/2007 7:00,656860.6875,3436156.25,1356,25,89,500,120
269,3/1/2007 8:00,656876.3125,3436175,1350,25,89,500,120
269,3/1/2007 9:00,656669,3436208.75,1320,25,89,500,120
269,3/1/2007 10:00,651724.4375,3438206.5,1720,25,89,500,120
269,3/1/2007 11:00,649875.5,3439603,1850,25,89,500,120
269,3/1/2007 12:00,649148,3439315.5,2070,25,89,500,120
269,3/1/2007 13:00,636157.75,3436627.5,2310,25,89,500,120
269,3/2/2007 9:00,632746.9375,3439706.75,1560,25,89,500,120
269,3/2/2007 10:00,632638.1875,3439502.25,1550,25,89,500,120
269,3/2/2007 13:00,645903.25,3434724.75,2628,25,89,500,120
269,3/2/2007 15:00,665026,3435929,1110,25,89,500,120
269,3/2/2007 16:00,661166.3125,3435500.25,1250,25,89,500,120
269,3/2/2007 17:00,656419.6875,3435854,1610,25,89,500,120
269,3/2/2007 18:00,656639.375,3436060.5,1400,25,89,500,120
269,3/2/2007 19:00,656623.4375,3436060.25,1400,25,89,500,120
269,3/2/2007 20:00,656639.375,3436060.5,1400,25,89,500,120
269,3/3/2007 5:00,656653.375,3436190,1329,25,89,500,120
